BFNO;NAME;XCOORD;YCOORD;MAIN_CAT;SUB_CAT
1500000;7138 Surcuolm, GÃ¤stezimmer Garni Panorama Camping, Via Principala 11;9.14416;46.76035;accommodation;bnb
